rent_ceiling,unit_address,housing_services,tenancy_start_date,unit_status,bed,occ
"$2,145.00",2715 DWIGHT WAY #22,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,3
"$4,248.97",2715 DWIGHT WAY #23,"Garbage, Laundry Access, Water",6/1/2015,RENTED - Rented or Available,3,3
"$1,923.24",2715 DWIGHT WAY #24,"Appliances, Garbage, Laundry Access, Water",6/1/2016,RENTED - Rented or Available,1,2
"$1,923.24",2715 DWIGHT WAY #25,"Garbage, Laundry Access, Water",6/1/2016,RENTED - Rented or Available,1,2
"$1,950.00",2715 DWIGHT WAY #26,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,2
"$2,145.00",2715 DWIGHT WAY #27,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,3
"$2,420.00",2715 DWIGHT WAY #28,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,3
"$2,082.83",2715 DWIGHT WAY #29,"Appliances, Garbage, Laundry Access, Water",6/1/2015,RENTED - Rented or Available,1,2
"$1,200.00",2646 DWIGHT WAY #1,"Electricity, Garbage",5/1/2017,RENTED - Rented or Available,0,1
"$1,041.41",2646 DWIGHT WAY #2,"Appliances, Garbage, Water",8/31/2015,RENTED - Rented or Available,0,1
"$1,055.61",2646 DWIGHT WAY #3,"Garbage, Water",7/20/2007,RENTED - Rented or Available,0,1
"$1,200.00",2646 DWIGHT WAY #4,"Garbage, Water",10/1/2017,RENTED - Rented or Available,0,1
"$1,041.41",2646 DWIGHT WAY #5,"Appliances, Garbage, Water",3/1/2015,RENTED - Rented or Available,0,1
"$1,200.00",2646 DWIGHT WAY #6,"Appliances, Garbage, Water",2/1/2017,RENTED - Rented or Available,0,1
$544.54,2646 DWIGHT WAY #7,"Furnishings, Garbage, Storage, Water",5/31/1980,RENTED - Rented or Available,0,0
"$1,041.67",2646 DWIGHT WAY #8,"Appliances, Garbage, Water",2/1/2012,RENTED - Rented or Available,0,1
"$1,041.67",2646 DWIGHT WAY #9,"Garbage, Water",8/1/2012,RENTED - Rented or Available,0,1
$551.74,2646 DWIGHT WAY #10,"Furnishings, Garbage, Storage, Water",5/31/1980,RENTED - Rented or Available,0,0
$591.79,2646 DWIGHT WAY #11,"Garbage, Sewer, Water",5/31/1980,RENTED - Rented or Available,0,0
"$1,125.30",2646 DWIGHT WAY #12,"Appliances, Garbage, Water",7/1/2016,RENTED - Rented or Available,0,1
"$3,069.00",2640 DWIGHT WAY #101,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,2,4
"$3,520.00",2640 DWIGHT WAY #102,"Appliances, Garbage, Water",6/1/2017,RENTED - Rented or Available,2,3
"$2,864.40",2640 DWIGHT WAY #103,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,2,4
"$2,864.40",2640 DWIGHT WAY #104,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,2,4
"$2,864.40",2640 DWIGHT WAY #105,"Garbage, Parking, Water",6/1/2016,RENTED - Rented or Available,2,4
"$3,020.10",2640 DWIGHT WAY #201,"Appliances, Garbage, Water",6/1/2015,RENTED - Rented or Available,2,4
"$2,864.40",2640 DWIGHT WAY #202,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,2,3
"$3,218.36",2640 DWIGHT WAY #203,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,2,1
"$2,748.29",2640 DWIGHT WAY #204,"Appliances, Garbage, Water",6/1/2014,RENTED - Rented or Available,2,2
"$3,200.00",2640 DWIGHT WAY #205,"Appliances, Garbage, Water",6/1/2017,RENTED - Rented or Available,2,4
"$3,069.00",2640 DWIGHT WAY #301,(no active services),6/1/2016,RENTED - Rented or Available,2,3
"$3,200.00",2640 DWIGHT WAY #302,"Appliances, Garbage, Water",6/1/2017,RENTED - Rented or Available,2,3
"$3,200.00",2640 DWIGHT WAY #303,"Appliances, Garbage, Water",6/1/2017,RENTED - Rented or Available,2,3
"$2,864.40",2640 DWIGHT WAY #304,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,2,4
"$2,864.40",2640 DWIGHT WAY #305,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,2,3
"$1,104.44",2640 DWIGHT WAY #401,"Appliances, Garbage, Laundry Access, Water",5/31/1980,RENTED - Rented or Available,2,0
"$1,874.55",2640 DWIGHT WAY #402,"Appliances, Garbage, Water",6/1/2015,RENTED - Rented or Available,2,2
"$5,602.29",2530 DWIGHT WAY #1,"Appliances, Garbage, Laundry Access, Water",6/1/2014,RENTED - Rented or Available,5,6
"$6,900.00",2530 DWIGHT WAY #2,"Appliances, Garbage, Laundry Access, Water",6/1/2017,RENTED - Rented or Available,4,7
"$5,100.00",2530 DWIGHT WAY #3,"Appliances, Garbage, Laundry Access, Water",8/1/2017,RENTED - Rented or Available,4,4
"$5,345.47",2530 DWIGHT WAY #4,"Appliances, Garbage, Laundry Access, Parking, Water",6/1/2012,RENTED - Rented or Available,5,6
n/a,2530 DWIGHT WAY #5,(no active services),n/a,NEW - New Construction since 5/31/2001,-1,-1
n/a,2530 DWIGHT WAY #6,(no active services),n/a,NEW - New Construction since 5/31/2001,-1,-1
n/a,2530 DWIGHT WAY #7,(no active services),n/a,NEW - New Construction since 5/31/2001,-1,-1
n/a,2530 DWIGHT WAY #8,(no active services),n/a,NEW - New Construction since 5/31/2001,-1,-1
"$2,352.90",2527 DWIGHT WAY #1,"Garbage, Other, Water",6/1/2016,RENTED - Rented or Available,2,2
"$2,395.25",2527 DWIGHT WAY #2,"Appliances, Garbage, Water",7/1/2015,RENTED - Rented or Available,2,3
"$2,152.68",2527 DWIGHT WAY #3,"Garbage, Water",6/1/2010,RENTED - Rented or Available,2,1
"$1,600.00",2527 DWIGHT WAY #4,"Garbage, Water",6/1/2017,RENTED - Rented or Available,2,2
"$1,666.26",2527 DWIGHT WAY #5,"Appliances, Garbage, Other, Water",7/1/2015,RENTED - Rented or Available,1,2
"$1,926.07",2527 DWIGHT WAY #6,"Garbage, Water",6/1/2010,RENTED - Rented or Available,2,1
"$2,800.00",2527 DWIGHT WAY #7,"Garbage, Water",6/15/2017,RENTED - Rented or Available,2,4
"$2,557.50",2527 DWIGHT WAY #8,"Garbage, Water",6/1/2016,RENTED - Rented or Available,2,3
"$2,053.66",2527 DWIGHT WAY #9,"Garbage, Water",6/1/2009,RENTED - Rented or Available,2,1
$742.40,2527 DWIGHT WAY #10,"Garbage, Other, Water",1/1/1985,RENTED - Rented or Available,1,0
$525.73,2502 DWIGHT WAY #1,"Garbage, Water",5/31/1980,RENTED - Rented or Available,1,0
"$1,790.25",2502 DWIGHT WAY #2,"Garbage, Laundry Access, Water",4/30/2016,RENTED - Rented or Available,1,2
$614.08,2502 DWIGHT WAY #3,"Garbage, Water",5/31/1980,RENTED - Rented or Available,1,0
$584.65,2502 DWIGHT WAY #4,"Garbage, Water",5/31/1980,RENTED - Rented or Available,1,0
"$2,702.47",2644 DWIGHT WAY #1,"Electricity, Garbage, Gas, Water",6/3/2015,RENTED - Rented or Available,2,4
"$1,795.00",2644 DWIGHT WAY #2,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",6/3/2017,RENTED - Rented or Available,0,2
"$1,176.55",2644 DWIGHT WAY #3,"Electricity, Garbage, Gas, Heat, Water",8/23/2004,RENTED - Rented or Available,0,1
"$1,536.09",2644 DWIGHT WAY #4,"Electricity, Garbage, Gas, Water",6/3/2015,RENTED - Rented or Available,0,1
"$1,795.00",2644 DWIGHT WAY #5,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",6/2/2017,RENTED - Rented or Available,0,1
"$2,195.00",2644 DWIGHT WAY #6,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",6/3/2017,RENTED - Rented or Available,0,2
n/a,2644 DWIGHT WAY #7,"Electricity, Garbage, Gas, Sewer, Water",n/a,(~) MISC - Exempt-Misc since 6/1/2005,-1,-1
$546.60,2644 DWIGHT WAY #8,"Electricity, Furnishings, Garbage, Gas, Laundry Access, Water",5/31/1980,RENTED - Rented or Available,1,0
"$2,702.47",2644 DWIGHT WAY #9,"Electricity, Garbage, Gas, Water",6/3/2015,RENTED - Rented or Available,2,2
"$1,692.30",2644 DWIGHT WAY #10,"Electricity, Garbage, Gas, Water",6/3/2015,RENTED - Rented or Available,0,2
"$2,631.62",2644 DWIGHT WAY #11,"Electricity, Garbage, Gas, Heat, Water",6/4/2012,RENTED - Rented or Available,2,3
"$1,455.54",2644 DWIGHT WAY #12,"Electricity, Garbage, Gas, Water",6/1/2013,RENTED - Rented or Available,0,1
"$1,338.18",2644 DWIGHT WAY #14,"Electricity, Garbage, Gas, Heat, Water",8/1/2011,RENTED - Rented or Available,0,1
$761.03,2644 DWIGHT WAY #15,"Electricity, Garbage, Gas, Heat, Water",n/a,RENTED - Rented or Available since 6/1/2008,0,-1
"$1,536.09",2644 DWIGHT WAY #16,"Electricity, Garbage, Gas, Water",6/3/2015,RENTED - Rented or Available,0,1
"$1,795.00",2644 DWIGHT WAY #17,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",6/3/2017,RENTED - Rented or Available,0,2
n/a,2644 DWIGHT WAY #18,"Electricity, Furnishings, Garbage, Gas, Laundry Access, Water",n/a,(~) MISC - Exempt-Misc since 7/1/2008,-1,-1
$597.54,2644 DWIGHT WAY #19,"Electricity, Furnishings, Garbage, Gas, Laundry Access, Water",5/31/1980,RENTED - Rented or Available,1,0
"$3,195.00",2644 DWIGHT WAY #21,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",6/4/2017,RENTED - Rented or Available,2,3
"$1,536.09",2644 DWIGHT WAY #22,"Electricity, Garbage, Gas, Water",6/3/2015,RENTED - Rented or Available,0,1
"$1,504.06",2644 DWIGHT WAY #23,"Electricity, Garbage, Gas, Water",8/10/2013,RENTED - Rented or Available,0,2
"$1,795.00",2644 DWIGHT WAY #24,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",6/4/2017,RENTED - Rented or Available,0,1
"$1,455.54",2644 DWIGHT WAY #25,"Electricity, Garbage, Gas, Water",6/3/2013,RENTED - Rented or Available,0,1
"$2,195.00",2644 DWIGHT WAY #26,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",6/4/2017,RENTED - Rented or Available,0,2
"$1,692.30",2644 DWIGHT WAY #27,"Electricity, Garbage, Gas, Water",6/3/2015,RENTED - Rented or Available,0,2
"$1,784.23",2644 DWIGHT WAY #28,"Electricity, Garbage, Gas, Heat, Water",7/1/2011,RENTED - Rented or Available,1,2
"$2,741.26",2644 DWIGHT WAY #29,"Electricity, Garbage, Gas, Heat, Water",6/3/2012,RENTED - Rented or Available,2,4
"$2,366.59",2741 DWIGHT WAY #A,"Appliances, Garbage, Laundry Access, Water",4/5/2013,RENTED - Rented or Available,2,4
"$3,295.00",2741 DWIGHT WAY #B,"Appliances, Garbage, Laundry Access, Water",6/6/2017,RENTED - Rented or Available,2,4
"$2,531.61",2741 DWIGHT WAY #C,"Appliances, Garbage, Laundry Access, Water",7/1/2014,RENTED - Rented or Available,2,1
"$3,395.00",2741 DWIGHT WAY #D,"Appliances, Garbage, Laundry Access, Water",6/5/2017,RENTED - Rented or Available,2,4
"$3,195.00",2741 DWIGHT WAY #E,"Appliances, Garbage, Laundry Access, Water",6/5/2017,RENTED - Rented or Available,2,2
"$2,650.40",2741 DWIGHT WAY #F,"Appliances, Garbage, Laundry Access, Water",6/24/2015,RENTED - Rented or Available,2,2
"$3,195.00",2741 DWIGHT WAY #G,"Appliances, Garbage, Laundry Access, Water",6/5/2017,RENTED - Rented or Available,2,2
"$3,268.49",2741 DWIGHT WAY #H,"Appliances, Garbage, Laundry Access, Water",6/4/2016,RENTED - Rented or Available,2,3
"$2,756.99",2741 DWIGHT WAY #I,"Appliances, Garbage, Laundry Access, Water",8/1/2016,RENTED - Rented or Available,2,3
"$3,195.00",2741 DWIGHT WAY #J,(no active services),6/2/2017,RENTED - Rented or Available,2,3
"$3,268.49",2741 DWIGHT WAY #K,"Appliances, Garbage, Laundry Access, Water",6/4/2016,RENTED - Rented or Available,2,3
n/a,2741 DWIGHT WAY #L,(no active services),n/a,OOCC - Owner Occupied since 5/27/1984,-1,-1
"$2,950.00",2750 DWIGHT WAY #1,"Appliances, Garbage, Heat, Water",6/10/2017,RENTED - Rented or Available,2,4
"$2,950.00",2750 DWIGHT WAY #2,"Appliances, Garbage, Heat, Laundry Access, Water",6/4/2017,RENTED - Rented or Available,2,4
"$2,950.00",2750 DWIGHT WAY #3,"Appliances, Garbage, Heat, Laundry Access, Water",6/4/2017,RENTED - Rented or Available,2,4
"$2,527.97",2750 DWIGHT WAY #4,"Garbage, Water",8/1/2002,RENTED - Rented or Available,1,4
"$1,884.44",2750 DWIGHT WAY #5,"Garbage, Water",6/4/2015,RENTED - Rented or Available,1,3
"$1,895.00",2750 DWIGHT WAY #6,"Appliances, Garbage, Heat, Laundry Access, Water",6/3/2017,RENTED - Rented or Available,1,2
n/a,2750 DWIGHT WAY #7,"Garbage, Water",n/a,(~) MISC - Exempt-Misc since 6/1/2011,-1,-1
"$1,795.00",2750 DWIGHT WAY #8,"Appliances, Garbage, Heat, Laundry Access, Water",6/4/2017,RENTED - Rented or Available,1,2
"$1,495.00",2750 DWIGHT WAY #9,"Garbage, Laundry Access, Water",6/5/2017,RENTED - Rented or Available,0,1
"$1,795.00",2750 DWIGHT WAY #10,"Appliances, Garbage, Heat, Laundry Access, Water",6/5/2017,RENTED - Rented or Available,1,2
"$2,550.00",2750 DWIGHT WAY #11,"Appliances, Garbage, Heat, Laundry Access, Water",6/5/2017,RENTED - Rented or Available,2,4
"$1,973.70",2750 DWIGHT WAY #12,"Garbage, Water",6/1/2012,RENTED - Rented or Available,2,2
"$2,550.00",2750 DWIGHT WAY #14,"Appliances, Garbage, Heat, Laundry Access, Water",6/3/2017,RENTED - Rented or Available,2,3
"$2,587.62",2750 DWIGHT WAY #15,"Garbage, Water",6/3/2013,RENTED - Rented or Available,2,3
"$2,521.96",2750 DWIGHT WAY #16,"Garbage, Water",6/1/2012,RENTED - Rented or Available,2,3
"$1,713.13",2750 DWIGHT WAY #17,"Garbage, Water",6/5/2015,RENTED - Rented or Available,1,1
"$1,895.00",2750 DWIGHT WAY #18,"Appliances, Garbage, Heat, Laundry Access, Water",6/4/2017,RENTED - Rented or Available,1,2
"$1,713.13",2750 DWIGHT WAY #19,"Garbage, Water",6/5/2015,RENTED - Rented or Available,1,2
"$1,895.00",2750 DWIGHT WAY #20,"Appliances, Garbage, Heat, Laundry Access, Water",6/3/2017,RENTED - Rented or Available,1,2
"$1,127.34",2750 DWIGHT WAY #21,"Garbage, Water",7/19/2010,RENTED - Rented or Available,0,1
"$1,795.00",2750 DWIGHT WAY #22,"Appliances, Garbage, Heat, Laundry Access, Water",6/5/2017,RENTED - Rented or Available,1,2
"$2,239.04",2750 DWIGHT WAY #23,"Garbage, Water",6/4/2015,RENTED - Rented or Available,2,2
"$2,550.00",2750 DWIGHT WAY #24,"Appliances, Garbage, Heat, Laundry Access, Water",6/3/2017,RENTED - Rented or Available,2,3
"$2,550.00",2750 DWIGHT WAY #25,"Appliances, Garbage, Heat, Laundry Access, Water",6/3/2017,RENTED - Rented or Available,2,3
n/a,2903 DWIGHT WAY #A,"Appliances, Garbage, Laundry Access, Water",n/a,NAR - Not Available for Rent since 5/31/2016,-1,-1
n/a,2903 DWIGHT WAY #B,"Appliances, Garbage, Laundry Access, Water",n/a,NAR - Not Available for Rent since 5/31/2016,-1,-1
n/a,2903 DWIGHT WAY #C,"Appliances, Garbage, Water",n/a,NAR - Not Available for Rent since 5/31/2016,-1,-1
n/a,2903 DWIGHT WAY #D,"Appliances, Garbage, Water",n/a,NAR - Not Available for Rent since 5/15/2017,-1,-1
"$2,600.00",2532 DWIGHT WAY,"Garbage, Water",9/1/2017,RENTED - Rented or Available,3,4
"$1,015.38",2534 DWIGHT WAY #1,"Garbage, Water",6/15/2015,RENTED - Rented or Available,0,1
$932.03,2534 DWIGHT WAY #2,"Appliances, Garbage, Heat, Water",5/1/2012,RENTED - Rented or Available,0,1
"$1,048.58",2534 DWIGHT WAY #3,"Garbage, Water",8/1/2016,RENTED - Rented or Available,0,1
$609.91,2534 DWIGHT WAY #4,"Garbage, Storage, Water",n/a,RENTED - Rented or Available since 8/1/1989,0,-1
$989.34,2534 DWIGHT WAY #5,"Garbage, Water",9/1/2015,RENTED - Rented or Available,0,1
"$1,007.66",2534 DWIGHT WAY #6,"Garbage, Water",1/1/2016,RENTED - Rented or Available,0,1
$800.00,2414 DWIGHT WAY #1,"Electricity, Garbage, Gas, Water",6/1/2017,RENTED - Rented or Available,0,1
$767.56,2414 DWIGHT WAY #2,"Electricity, Garbage, Gas, Water",6/6/2012,RENTED - Rented or Available,0,1
$975.00,2414 DWIGHT WAY #3,"Electricity, Garbage, Gas, Water",8/1/2017,RENTED - Rented or Available,0,1
$755.03,2414 DWIGHT WAY #4,"Electricity, Garbage, Gas, Water",12/30/2015,RENTED - Rented or Available,0,1
$615.78,2414 DWIGHT WAY #5,"Electricity, Garbage, Gas, Water",8/1/2007,RENTED - Rented or Available,0,1
$925.00,2414 DWIGHT WAY #6,"Electricity, Garbage, Gas, Water",7/30/2017,RENTED - Rented or Available,0,1
$946.28,2414 DWIGHT WAY #7,"Electricity, Garbage, Gas, Water",8/1/2016,RENTED - Rented or Available,0,1
$859.17,2414 DWIGHT WAY #8,"Electricity, Garbage, Gas, Water",7/1/2015,RENTED - Rented or Available,0,1
$885.20,2414 DWIGHT WAY #9,"Electricity, Garbage, Gas, Water",9/14/2015,RENTED - Rented or Available,0,1
"$1,125.00",2414 DWIGHT WAY #10,"Electricity, Garbage, Gas, Water",7/17/2017,RENTED - Rented or Available,0,1
$623.14,2414 DWIGHT WAY #11,"Electricity, Garbage, Gas, Water",6/1/2010,RENTED - Rented or Available,0,1
$872.06,2414 DWIGHT WAY #12,"Electricity, Garbage, Gas, Water",3/5/2014,RENTED - Rented or Available,0,1
$872.06,2414 DWIGHT WAY #12,"Electricity, Garbage, Gas, Water",3/5/2014,RENTED - Rented or Available,0,1
"$1,687.95",2416 DWIGHT WAY #1,"Electricity, Garbage, Gas, Water",11/1/2016,RENTED - Rented or Available,1,1
"$1,536.09",2416 DWIGHT WAY #2,"Electricity, Garbage, Gas, Water",8/1/2015,RENTED - Rented or Available,1,2
"$1,453.43",2416 DWIGHT WAY #3,"Electricity, Garbage, Gas, Water",6/27/2014,RENTED - Rented or Available,1,2
"$2,100.00",2416 DWIGHT WAY #4,"Electricity, Garbage, Gas, Water",5/27/2017,RENTED - Rented or Available,0,2
"$3,500.00",2439 DWIGHT WAY #A,"Appliances, Garbage, Water",6/1/2017,RENTED - Rented or Available,1,2
"$2,300.00",2439 DWIGHT WAY #B,"Appliances, Garbage, Water",6/1/2017,RENTED - Rented or Available,1,3
"$1,900.00",2439 DWIGHT WAY #C,"Appliances, Garbage, Water",6/1/2017,RENTED - Rented or Available,1,2
"$2,695.00",2418 DWIGHT WAY #1,"Garbage, Water",8/1/2017,RENTED - Rented or Available,2,3
"$1,666.26",2418 DWIGHT WAY #2,"Garbage, Laundry Access, Water",8/1/2015,RENTED - Rented or Available,2,1
"$1,995.00",2418 DWIGHT WAY #3,"Garbage, Water",1/1/2018,RENTED - Rented or Available,1,1
"$2,506.35",2418 DWIGHT WAY #4,"Garbage, Water",12/15/2016,RENTED - Rented or Available,2,1
"$2,082.83",2418 DWIGHT WAY #5,"Garbage, Laundry Access, Water",2/25/2015,RENTED - Rented or Available,2,2
"$1,374.14",2418 DWIGHT WAY #6,"Garbage, Laundry Access, Water",1/15/2014,RENTED - Rented or Available,1,2
"$1,562.12",2418 DWIGHT WAY #7,"Garbage, Laundry Access, Water",1/9/2015,RENTED - Rented or Available,1,2
"$2,595.00",2418 DWIGHT WAY #8,"Garbage, Water",8/8/2017,RENTED - Rented or Available,2,4
"$2,595.00",2418 DWIGHT WAY #9,"Garbage, Water",1/1/2018,RENTED - Rented or Available,2,2
"$2,968.03",2418 DWIGHT WAY #10,"Garbage, Laundry Access, Water",7/22/2015,RENTED - Rented or Available,2,2
"$3,014.89",2418 DWIGHT WAY #11,"Garbage, Laundry Access, Water",5/6/2015,RENTED - Rented or Available,2,2
"$2,795.00",2418 DWIGHT WAY #12,"Garbage, Water",8/4/2017,RENTED - Rented or Available,2,2
"$2,762.10",2430 DWIGHT WAY #101,"Garbage, Water",6/8/2016,RENTED - Rented or Available,2,2
"$1,226.66",2430 DWIGHT WAY #102,"Garbage, Water",8/1/2011,RENTED - Rented or Available,1,1
"$2,762.10",2430 DWIGHT WAY #103,"Garbage, Water",6/15/2016,RENTED - Rented or Available,2,2
"$1,293.81",2430 DWIGHT WAY #104,"Garbage, Water",6/14/2013,RENTED - Rented or Available,1,1
"$2,186.97",2430 DWIGHT WAY #105,"Garbage, Water",10/16/2015,RENTED - Rented or Available,2,2
"$1,479.85",2430 DWIGHT WAY #106,"Garbage, Water",7/11/2014,RENTED - Rented or Available,1,1
"$1,886.81",2430 DWIGHT WAY #107,"Garbage, Water",12/13/2013,RENTED - Rented or Available,2,2
$777.28,2430 DWIGHT WAY #108,"Garbage, Water",n/a,RENTED - Rented or Available since 2/15/1994,1,-1
"$1,159.04",2430 DWIGHT WAY #109,"Garbage, Water",6/21/2013,RENTED - Rented or Available,1,1
"$1,913.01",2430 DWIGHT WAY #110,"Garbage, Water",8/19/2016,RENTED - Rented or Available,1,1
"$2,915.55",2430 DWIGHT WAY #111,"Garbage, Water",7/1/2016,RENTED - Rented or Available,2,2
"$1,589.10",2430 DWIGHT WAY #112,"Garbage, Water",6/1/2011,RENTED - Rented or Available,2,2
"$2,008.36",2430 DWIGHT WAY #114,"Garbage, Water",11/12/2014,RENTED - Rented or Available,2,2
"$1,589.10",2430 DWIGHT WAY #115,"Garbage, Water",1/16/2011,RENTED - Rented or Available,2,2
"$1,700.60",2430 DWIGHT WAY #117,"Garbage, Water",12/10/2011,RENTED - Rented or Available,2,2
"$2,186.97",2430 DWIGHT WAY #201,"Garbage, Water",6/3/2015,RENTED - Rented or Available,2,2
"$1,347.72",2430 DWIGHT WAY #202,"Garbage, Water",1/18/2013,RENTED - Rented or Available,1,1
"$2,864.40",2430 DWIGHT WAY #203,"Garbage, Water",4/29/2016,RENTED - Rented or Available,2,2
"$1,600.00",2430 DWIGHT WAY #204,"Garbage, Water",1/1/2017,RENTED - Rented or Available,1,2
"$1,725.08",2430 DWIGHT WAY #205,"Garbage, Water",5/1/2013,RENTED - Rented or Available,2,2
"$1,233.57",2430 DWIGHT WAY #206,"Garbage, Water",5/31/2012,RENTED - Rented or Available,1,1
"$1,978.69",2430 DWIGHT WAY #207,"Garbage, Water",1/1/2015,RENTED - Rented or Available,2,2
"$1,666.26",2430 DWIGHT WAY #208,"Garbage, Water",12/23/2015,RENTED - Rented or Available,1,1
"$1,950.00",2430 DWIGHT WAY #209,"Appliances, Garbage, Water",7/1/2017,RENTED - Rented or Available,1,2
"$1,700.00",2430 DWIGHT WAY #210,"Appliances, Garbage, Water",11/16/2017,RENTED - Rented or Available,1,2
"$2,915.96",2430 DWIGHT WAY #211,"Garbage, Water",12/3/2015,RENTED - Rented or Available,2,1
"$1,015.63",2430 DWIGHT WAY #212,"Garbage, Water",n/a,RENTED - Rented or Available since 2/16/1994,2,-1
"$2,800.00",2430 DWIGHT WAY #214,"Appliances, Garbage, Water",9/24/2017,RENTED - Rented or Available,2,2
"$1,728.48",2430 DWIGHT WAY #215,"Garbage, Water",6/8/2011,RENTED - Rented or Available,2,2
"$1,011.47",2430 DWIGHT WAY #217,"Garbage, Water",n/a,RENTED - Rented or Available since 2/15/1994,2,-1
"$2,186.97",2430 DWIGHT WAY #301,"Garbage, Water",1/5/2015,RENTED - Rented or Available,2,2
"$1,315.80",2430 DWIGHT WAY #302,"Garbage, Water",10/19/2012,RENTED - Rented or Available,1,1
