pid,lat,lon,address,formatted_address
ChIJ5a-Afo5-hYARKo6c4_DayG8,37.859668,-122.2820698,1405 CARLETON ST,1405 Carleton St+ Berkeley+ CA 94702+ USA
ChIJfdoaJIR-hYAR7XXKt4ojGEM,37.8602553,-122.2728546,1816 CARLETON ST,1816 Carleton St+ Berkeley+ CA 94703+ USA
ChIJP5d9p3x-hYARwhbfevBeOUc,37.849497,-122.2757787,3211 CALIFORNIA ST,3211 California St+ Berkeley+ CA 94703+ USA
ChIJ5ReYxyt8hYARDUMeh4HOUT0,37.8621796,-122.2616914,2317 CARLETON ST,2317 Carleton St+ Berkeley+ CA 94704+ USA
ChIJ-1ei0nx-hYAR-JMLbxFbuTw,37.851087,-122.2766648,3116 CALIFORNIA ST,3116 California St+ Berkeley+ CA 94703+ USA
ChIJmcihrXx-hYAR8fyiANs1OiE,37.8497936,-122.276543,3200 CALIFORNIA ST,3200 California St+ Berkeley+ CA 94703+ USA
EiszMjAyIENhbGlmb3JuaWEgU3QsIEJlcmtlbGV5LCBDQSA5NDcwMywgVVNBIhsSGQoUChIJJW1sqHx-hYARp-fq22_TCqcQghk,37.8497736,-122.2763714,3202 CALIFORNIA ST,3202 California St+ Berkeley+ CA 94703+ USA
ChIJ-SBnqXx-hYAR1DjhM0TMNFo,37.8495441,-122.2763547,3208 CALIFORNIA ST,3208 California St+ Berkeley+ CA 94703+ USA
ChIJ760Ff45-hYAR_1bOpc9IRl4,37.8596138,-122.282247,1403 CARLETON ST,1403 Carleton St+ Berkeley+ CA 94702+ USA
ChIJ5Yj6rWJ-hYARquO9YsUsb3Y,37.8533235,-122.2770193,3000 CALIFORNIA ST,3000 California St+ Berkeley+ CA 94703+ USA
ChIJOxRK1Xx-hYARL33lgxxe22w,37.8515083,-122.276687,3102 CALIFORNIA ST,3102 California St+ Berkeley+ CA 94703+ USA
EiszMTA2IENhbGlmb3JuaWEgU3QsIEJlcmtlbGV5LCBDQSA5NDcwMywgVVNBIhsSGQoUChIJNybA03x-hYARifY1bLzpnQ4Qohg,37.8513833,-122.2767036,3106 CALIFORNIA ST,3106 California St+ Berkeley+ CA 94703+ USA
EiszMTA4IENhbGlmb3JuaWEgU3QsIEJlcmtlbGV5LCBDQSA5NDcwMywgVVNBIhsSGQoUChIJNybA03x-hYARifY1bLzpnQ4QpBg,37.8513232,-122.276692,3108 CALIFORNIA ST,3108 California St+ Berkeley+ CA 94703+ USA
ChIJP7HZC4h-hYARSD3j67Y9gxQ,37.8548259,-122.2769749,2911 CALIFORNIA ST,2911 California St+ Berkeley+ CA 94703+ USA
ChIJsyg9ao9-hYARL99_vXL_COA,37.8597636,-122.2779275,2627 CALIFORNIA ST,2627 California St+ Berkeley+ CA 94703+ USA
ChIJE-YLs4h-hYARVeGqWWFdC-I,37.8583308,-122.2776838,2721 CALIFORNIA ST,2721 California St+ Berkeley+ CA 94703+ USA
ChIJpeWG3JB-hYARVTu-wsB8vBg,37.8666969,-122.2789243,2235 CALIFORNIA ST,2235 California St+ Berkeley+ CA 94703+ USA
ChIJgdD5e4h-hYAR9Hj7eYSEdAM,37.855939,-122.2771079,2835 CALIFORNIA ST,2835 California St+ Berkeley+ CA 94703+ USA
ChIJFyzbJJB-hYARzJUY1KMM-Cs,37.8634797,-122.2786142,2425 CALIFORNIA ST,2425 California St+ Berkeley+ CA 94703+ USA
ChIJXbjoeYh-hYARjQ28hSyjJtk,37.8557564,-122.2769749,2875 CALIFORNIA ST,2875 California St+ Berkeley+ CA 94703+ USA
ChIJ0aH5qpd-hYAR0N1JeDVklis,37.869963,-122.279406,2091 CALIFORNIA ST,2091 California St+ Berkeley+ CA 94703+ USA
ChIJ3ZVhtXx-hYARbG5p2JLz0nw,37.8504678,-122.2766205,3138 CALIFORNIA ST,3138 California St+ Berkeley+ CA 94703+ USA
ChIJoUaqp3x-hYAR5PMIL_YPyD0,37.8496188,-122.2758673,3205 CALIFORNIA ST,3205 California St+ Berkeley+ CA 94703+ USA
EiszMjA5IENhbGlmb3JuaWEgU3QsIEJlcmtlbGV5LCBDQSA5NDcwMywgVVNBIhsSGQoUChIJJW1sqHx-hYARpufq22_TCqcQiRk,37.8495327,-122.2758464,3209 CALIFORNIA ST,3209 California St+ Berkeley+ CA 94703+ USA
ChIJK53z05B-hYAR4To8ci2nWxo,37.8673396,-122.2790129,2217 CALIFORNIA ST,2217 California St+ Berkeley+ CA 94703+ USA
EisyMjE5IENhbGlmb3JuaWEgU3QsIEJlcmtlbGV5LCBDQSA5NDcwMywgVVNBIhsSGQoUChIJB_YK15B-hYAR8gST5f9a6z4QqxE,37.8672168,-122.2790879,2219 CALIFORNIA ST,2219 California St+ Berkeley+ CA 94703+ USA
ChIJAdnW5pZ-hYAR5LJtnG8J9Rw,37.868655,-122.2799433,2126 CALIFORNIA ST,2126 California St+ Berkeley+ CA 94703+ USA
ChIJO2IUOnt-hYARBCM7YvDKbBM,37.847893,-122.2759116,3302 CALIFORNIA ST,3302 California St+ Berkeley+ CA 94703+ USA
ChIJMYvGqL1-hYAREiJLGkPXCYg,37.873966,-122.2798547,1731 CALIFORNIA ST,1731 California St+ Berkeley+ CA 94703+ USA
ChIJGScYM5Z-hYAR7HvaX1MKsWI,37.8713783,-122.2796775,1929 CALIFORNIA ST,1929 California St+ Berkeley+ CA 94703+ USA
ChIJeVvhNZZ-hYARn04pcn14Uq0,37.8709686,-122.2799989,1988 CALIFORNIA ST,1988 California St+ Berkeley+ CA 94703+ USA
ChIJT-ZoO4p-hYARRvQu17Zxamo,37.8535957,-122.2832438,1310 BURNETT ST,1310 Burnett St+ Berkeley+ CA 94702+ USA
ChIJ90DoO4p-hYARkoRNLxLTsHo,37.8535415,-122.283421,1308 BURNETT ST,1308 Burnett St+ Berkeley+ CA 94702+ USA
ChIJ3Xm1SZN-hYARWDuclQTZ7jg,37.8638508,-122.2876739,2334 BROWNING ST,2334 Browning St+ Berkeley+ CA 94702+ USA
ChIJrW1gI4p-hYAR-1RPju6fKtI,37.8535265,-122.2830445,1316 BURNETT ST,1316 Burnett St+ Berkeley+ CA 94702+ USA
ChIJV4ZdrZR-hYAR2L5EehRHOxw,37.8654186,-122.2879619,2236 BROWNING ST,2236 Browning St+ Berkeley+ CA 94702+ USA
ChIJa2GhLZV-hYARKKxvq9_ZHuQ,37.8677901,-122.2878733,2125 BROWNING ST,2125 Browning St+ Berkeley+ CA 94702+ USA
ChIJn2io2ph-hYARvAoRGrYYEps,37.8727501,-122.2717912,1921 BONITA AVE,1921 Bonita Ave+ Berkeley+ CA 94704+ USA
ChIJ2cL63pJ-hYARgQW4zIQCDMM,37.8626319,-122.2868544,2417 BROWNING ST,2417 Browning St+ Berkeley+ CA 94702+ USA
ChIJVZ8zxph-hYARAeTC-2kZ5FM,37.8731797,-122.2718463,1903 BONITA AVE,1903 Bonita Ave+ Berkeley+ CA 94704+ USA
ChIJQTDdoZh-hYAR_Jre_VXB8pU,37.874141,-122.272436,1802 BONITA AVE,1802 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJVQsYtKN-hYAR5HiDQcBca_o,37.8769307,-122.2727216,1626 BONITA AVE,1626 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJO7Oeoph-hYARBImsBQhuzHE,37.873846,-122.272456,1810 BONITA AVE,1810 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJf-uTiaN-hYAR3vkslnOVc4c,37.8788858,-122.2728989,1518 BONITA AVE,1518 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJY1sKoph-hYAROf_LHgXvk0c,37.873986,-122.272471,1806 BONITA AVE,1806 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJtV7s0-p-hYARCdUluOL85DQ,37.8674548,-122.2883606,2130 BROWNING ST,2130 Browning St+ Berkeley+ CA 94702+ USA
EikyMTMyIEJyb3duaW5nIFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDIsIFVTQSIbEhkKFAoSCS00T9PqfoWAEVfo1JIrz6CZENQQ,37.867403,-122.2883993,2132 BROWNING ST,2132 Browning St+ Berkeley+ CA 94702+ USA
ChIJO1fZQqR-hYARiyYtfjK_zJ8,37.8802065,-122.2731426,1438 BONITA AVE,1438 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJAy5CdqR-hYAR44UDY1pV48k,37.8790955,-122.2729432,1510 BONITA AVE,1510 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJOcOExZh-hYAR-F0AiJVsW1E,37.872948,-122.2718134,1915 BONITA AVE,1915 Bonita Ave+ Berkeley+ CA 94704+ USA
ChIJnZSVuaV-hYART9_sPRFYORE,37.8820891,-122.272766,1331 BONITA AVE,1331 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJRZ6MmKV-hYARYsaERVeHrKU,37.8825064,-122.2734084,1316 BONITA AVE,1316 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJJf5mjqV-hYARJBHKlL9jPdc,37.8832645,-122.2728767,1301 BONITA AVE,1301 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJBdeTP6R-hYARq2PnelhD9fM,37.8804117,-122.2724115,1435 BONITA AVE,1435 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJf70RnpR-hYARqCJcQF3ir4A,37.8653741,-122.2863449,2249 BONAR ST,2249 Bonar St+ Berkeley+ CA 94702+ USA
ChIJk1gxmZR-hYARU3OQOhPHtg4,37.8656447,-122.2864335,2235 BONAR ST,2235 Bonar St+ Berkeley+ CA 94702+ USA
ChIJZ7jImZR-hYAR06wc8Z97eMQ,37.8658426,-122.2864557,2227 BONAR ST,2227 Bonar St+ Berkeley+ CA 94702+ USA
ChIJAX9CKJZ-hYAR8_9-IDZ4xDs,37.87186,-122.2802313,1908 CALIFORNIA ST,1908 California St+ Berkeley+ CA 94703+ USA
ChIJx1JdlpR-hYARSlKeWjJ3HrQ,37.8660641,-122.2865221,2223 BONAR ST,2223 Bonar St+ Berkeley+ CA 94702+ USA
ChIJ4-SdCqR-hYAR6lNjZcOOg98,37.8791601,-122.2723672,1515 BONITA AVE,1515 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJI5MlN5V-hYAR6Y6vNO0SniI,37.8683079,-122.2875189,2110 BONAR ST,2110 Bonar St+ Berkeley+ CA 94702+ USA
EiYyMTEyIEJvbmFyIFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDIsIFVTQSIbEhkKFAoSCdvaOCSVfoWAEe5Vsvo6g3N4EMAQ,37.8682597,-122.2874792,2112 BONAR ST,2112 Bonar St+ Berkeley+ CA 94702+ USA
ChIJ_6fyxqN-hYARv62EJkJi40o,37.8776144,-122.27219,1609 BONITA AVE,1609 Bonita Ave+ Berkeley+ CA 94709+ USA
ChIJn1kKwpR-hYAREu1CCUHECek,37.8668285,-122.2866993,2201 BONAR ST,2201 Bonar St+ Berkeley+ CA 94702+ USA
ChIJbyeBqy58hYARqwZVc7MH7tg,37.8642813,-122.2595477,2423 BLAKE ST,2423 Blake St+ Berkeley+ CA 94704+ USA
ChIJiSCR6pR-hYARGACXNL2cE6I,37.866558,-122.2866107,2207 BONAR ST,2207 Bonar St+ Berkeley+ CA 94702+ USA
ChIJ0b2glZR-hYARfqN5KlCwqEQ,37.8663347,-122.2866107,2215 BONAR ST,2215 Bonar St+ Berkeley+ CA 94702+ USA
ChIJRxLXP5N-hYARl8Y2YxTlioY,37.8639514,-122.2866772,2334 BONAR ST,2334 Bonar St+ Berkeley+ CA 94702+ USA
ChIJJUahYSl8hYARc-ytc5xCo78,37.8635683,-122.2613565,2330 BLAKE ST,2330 Blake St+ Berkeley+ CA 94704+ USA
ChIJv32RaCl8hYARSrlpKOkA8Zk,37.8640894,-122.2613565,2331 BLAKE ST,2331 Blake St+ Berkeley+ CA 94704+ USA
ChIJ3zWXKJV-hYARtfg63WSKeEA,37.8675908,-122.2874303,2128 BONAR ST,2128 Bonar St+ Berkeley+ CA 94702+ USA
ChIJ0yjgbyl8hYAREkgXM7G7YUc,37.8639657,-122.2618218,2321 BLAKE ST,2321 Blake St+ Berkeley+ CA 94704+ USA
EiYyMzIzIEJsYWtlIFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDQsIFVTQSIbEhkKFAoSCcvvVWQpfIWAEZpEYy8Dny7rEJMS,37.8640086,-122.261768,2323 BLAKE ST,2323 Blake St+ Berkeley+ CA 94704+ USA
ChIJh05NhCl8hYARQ23xog2g-Pw,37.8633452,-122.2630957,2240 BLAKE ST,2240 Blake St+ Berkeley+ CA 94704+ USA
ChIJr-q7YCl8hYAR_Zh_R0zzQxo,37.8637522,-122.261196,2336 BLAKE ST,2336 Blake St+ Berkeley+ CA 94704+ USA
ChIJQ2fQXyl8hYARRtyhLoddpGM,37.8636496,-122.2610907,2338 BLAKE ST,2338 Blake St+ Berkeley+ CA 94704+ USA
ChIJTXafjyl8hYARxm-Z-Nwjo2g,37.8633129,-122.2633837,2232 BLAKE ST,2232 Blake St+ Berkeley+ CA 94704+ USA
ChIJVXlTqy58hYARPu1G_AxorJc,37.8642418,-122.2597545,2417 BLAKE ST,2417 Blake St+ Berkeley+ CA 94704+ USA
ChIJc92QZSl8hYARQJbn5PB400I,37.8639221,-122.2616135,2325 BLAKE ST,2325 Blake St+ Berkeley+ CA 94704+ USA
ChIJH9QT7il8hYARQTtllDFJwRk,37.863167,-122.2644376,2212 BLAKE ST,2212 Blake St+ Berkeley+ CA 94704+ USA
ChIJZ6o3coJ-hYARWTs7AevCE0U,37.8634867,-122.2659426,2131 BLAKE ST,2131 Blake St+ Berkeley+ CA 94704+ USA
ChIJfWI56yl8hYARftJX2fN4kxo,37.8636229,-122.2640373,2219 BLAKE ST,2219 Blake St+ Berkeley+ CA 94704+ USA
EiYyMTIxIEJsYWtlIFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDQsIFVTQSIbEhkKFAoSCc-Mn2yCfoWAEVAOl3g3mkgzEMkQ,37.8634219,-122.2663785,2121 BLAKE ST,2121 Blake St+ Berkeley+ CA 94704+ USA
ChIJe1iJlil8hYARLXlt4XO00UU,37.863812,-122.26355,2231 BLAKE ST,2231 Blake St+ Berkeley+ CA 94704+ USA
EiYyMjMzIEJsYWtlIFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDQsIFVTQSIbEhkKFAoSCU_n2ZMpfIWAEa0wWXMLHg8PELkR,37.8638088,-122.2634433,2233 BLAKE ST,2233 Blake St+ Berkeley+ CA 94704+ USA
ChIJBTUN4il8hYARglzHSc3OMKM,37.8630103,-122.265383,2172 BLAKE ST,2172 Blake St+ Berkeley+ CA 94704+ USA
ChIJzc3ydil8hYARQB36_NVmJSk,37.863974,-122.262339,2309 BLAKE ST,2309 Blake St+ Berkeley+ CA 94704+ USA
ChIJn5eLDYJ-hYARtz_AQFjKT4s,37.8629994,-122.2660755,2124 BLAKE ST,2124 Blake St+ Berkeley+ CA 94704+ USA
ChIJh_NOkIN-hYARQSjwWU_64aE,37.8624205,-122.2702183,1936 BLAKE ST,1936 Blake St+ Berkeley+ CA 94704+ USA
ChIJq_P5uYN-hYARY4mMra6Zv8Q,37.8626512,-122.2689777,2016 BLAKE ST,2016 Blake St+ Berkeley+ CA 94704+ USA
ChIJVW-pcSl8hYAR3jDeHBStUrE,37.8640231,-122.261999,2317 BLAKE ST,2317 Blake St+ Berkeley+ CA 94704+ USA
ChIJ4x6lYyl8hYAR2jWl2OuYdFA,37.8635868,-122.2616002,2324 BLAKE ST,2324 Blake St+ Berkeley+ CA 94704+ USA
ChIJE5iU_IR-hYAReJu-X0DLbkU,37.862581,-122.2735856,1809 BLAKE ST,1809 Blake St+ Berkeley+ CA 94703+ USA
ChIJI3tq-oR-hYARltGuT7uMob0,37.862576,-122.273273,1819 BLAKE ST,1819 Blake St+ Berkeley+ CA 94703+ USA
EiYxODIxIEJsYWtlIFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDMsIFVTQSIbEhkKFAoSCZl_zPeEfoWAEZMdxZpuSDPcEJ0O,37.8625659,-122.2731967,1821 BLAKE ST,1821 Blake St+ Berkeley+ CA 94703+ USA
ChIJa00jCIV-hYARI3vjnSUhUeM,37.8618445,-122.2747154,1734 BLAKE ST,1734 Blake St+ Berkeley+ CA 94703+ USA
ChIJr0dobIV-hYARoHC-fSstG_A,37.8623313,-122.2755572,1717 BLAKE ST,1717 Blake St+ Berkeley+ CA 94703+ USA
ChIJB4R1B4V-hYAR3QXLiAG4z7U,37.8619394,-122.2744053,1742 BLAKE ST,1742 Blake St+ Berkeley+ CA 94703+ USA
ChIJIxA0k49-hYAR9rPgrua9qN4,37.8620153,-122.2776838,1621 BLAKE ST,1621 Blake St+ Berkeley+ CA 94703+ USA
ChIJT9r4j49-hYARviU1jBfXCRE,37.8615385,-122.277418,1620 BLAKE ST,1620 Blake St+ Berkeley+ CA 94703+ USA
ChIJs4b9io1-hYARrEIgy4Zlgzs,37.8611689,-122.2839748,1331 BLAKE ST,1331 Blake St+ Berkeley+ CA 94702+ USA
ChIJNUmjj4N-hYAREhDStk4kBtg,37.8623882,-122.2705063,1930 BLAKE ST,1930 Blake St+ Berkeley+ CA 94704+ USA
ChIJrWutsYN-hYARkQTUk255o1E,37.8632808,-122.2687393,2021 BLAKE ST,2021 Blake St+ Berkeley+ CA 94704+ USA
ChIJlX3xroN-hYARO2U1GP_X8Pg,37.863175,-122.26869,2023 BLAKE ST,2023 Blake St+ Berkeley+ CA 94704+ USA
ChIJxyXOtoN-hYAR5vqYsQJ7Knw,37.8626835,-122.2686897,2020 BLAKE ST,2020 Blake St+ Berkeley+ CA 94704+ USA
ChIJi6NjT-1-hYARhCBnHi14Eok,37.8606345,-122.2887593,1111 BLAKE ST,1111 Blake St+ Berkeley+ CA 94702+ USA
ChIJ-46LhKV-hYARp-6Q78wAyv0,37.8832248,-122.2733634,1910 BERRYMAN ST,1910 Berryman St+ Berkeley+ CA 94709+ USA
ChIJmyClPo5-hYARopc-aXpNJHE,37.8613797,-122.2806852,1501 BLAKE ST,1501 Blake St+ Berkeley+ CA 94703+ USA
ChIJM9GqYIR-hYARuelwxT5xaqg,37.8621638,-122.2724558,1844 BLAKE ST,1844 Blake St+ Berkeley+ CA 94703+ USA
ChIJyS5S2J5-hYARdTYN303LDxE,37.872526,-122.270209,2008 BERKELEY WAY,2008 Berkeley Way+ Berkeley+ CA 94704+ USA
ChIJtRPLVe1-hYAR5yYHihNuWnc,37.860101,-122.288354,1116 BLAKE ST,1116 Blake St+ Berkeley+ CA 94702+ USA
EioxOTExIEJlcmtlbGV5IFdheSwgQmVya2VsZXksIENBIDk0NzA0LCBVU0EiGxIZChQKEgnBdO_nmH6FgBGkEvzzrVAN2xD3Dg,37.8727043,-122.2725442,1911 BERKELEY WAY,1911 Berkeley Way+ Berkeley+ CA 94704+ USA
ChIJh2HU6Zh-hYAR56dRQfVwH6I,37.8726956,-122.2724558,1913 BERKELEY WAY,1913 Berkeley Way+ Berkeley+ CA 94704+ USA
ChIJT3_3I59-hYAR_eyE3PPDAao,37.8730382,-122.2699772,2017 BERKELEY WAY,2017 Berkeley Way+ Berkeley+ CA 94704+ USA
ChIJD6bm-Zh-hYARXD2q6FOI7BY,37.8722095,-122.273497,1888 BERKELEY WAY,1888 Berkeley Way+ Berkeley+ CA 94703+ USA
EioxOTg4IEJlcmtlbGV5IFdheSwgQmVya2VsZXksIENBIDk0NzA0LCBVU0EiGxIZChQKEgn3gPbTmH6FgBFEQNmOnvfriRDEDw,37.8726689,-122.2709451,1988 BERKELEY WAY,1988 Berkeley Way+ Berkeley+ CA 94704+ USA
ChIJLz_m-5h-hYARI10nTsRJ2-I,37.8720609,-122.2732788,1988 MARTIN LUTHER KING JR WAY,1988 Martin Luther King Jr Way+ Berkeley+ CA 94704+ USA
ChIJg7rOWJh-hYARNful_i9Vdyc,37.8723662,-122.2740093,1831 BERKELEY WAY,1831 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJLwt5X5h-hYARer0iK3DlLCw,37.8725458,-122.2739179,1833 BERKELEY WAY,1833 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJA3xw0ph-hYARlDIkQlsJZls,37.8728875,-122.2712817,1945 BERKELEY WAY,1945 Berkeley Way+ Berkeley+ CA 94704+ USA
ChIJga6rX5h-hYARJUcBH4X30Ac,37.8725424,-122.2740508,1827 BERKELEY WAY,1827 Berkeley Way+ Berkeley+ CA 94703+ USA
EioxODI5IEJlcmtlbGV5IFdheSwgQmVya2VsZXksIENBIDk0NzAzLCBVU0EiGxIZChQKEgmB17tDmH6FgBFAJACFPmNRVBClDg,37.8725583,-122.2740509,1829 BERKELEY WAY,1829 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJ6QpXjaV-hYARdnR_UR6nmZc,37.8832954,-122.272508,1936 BERRYMAN ST,1936 Berryman St+ Berkeley+ CA 94709+ USA
EioxODA2IEJlcmtlbGV5IFdheSwgQmVya2VsZXksIENBIDk0NzAzLCBVU0EiGxIZChQKEgmB17tDmH6FgBFBJACFPmNRVBCODg,37.8719847,-122.2748775,1806 BERKELEY WAY,1806 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJ65c9RZh-hYARQsrEtJRKTFc,37.8721546,-122.27463,1810 BERKELEY WAY,1810 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJq2kvWph-hYARQFh1fEVh14w,37.8721397,-122.2742723,1822 BERKELEY WAY,1822 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJKVYNb4V-hYARWARCPF2uUQ0,37.8621483,-122.2759116,1711 BLAKE ST,1711 Blake St+ Berkeley+ CA 94703+ USA
EioyMDAzIEJlcmtlbGV5IFdheSwgQmVya2VsZXksIENBIDk0NzA0LCBVU0EiGxIZChQKEgmZlAknn36FgBHgifOJbXeNJBDTDw,37.8729559,-122.2706287,2003 BERKELEY WAY,2003 Berkeley Way+ Berkeley+ CA 94704+ USA
ChIJoQ44L59-hYAR0zP6F8cSJSM,37.8729336,-122.270462,2005 BERKELEY WAY,2005 Berkeley Way+ Berkeley+ CA 94704+ USA
ChIJPaWmI5h-hYARI1Oz-WhWLyk,37.8718407,-122.2762218,1728 BERKELEY WAY,1728 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJ8UboGZh-hYARWoQAA6VSR-M,37.8722417,-122.2760667,1735 BERKELEY WAY,1735 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJ9WYh9pd-hYARMOByg3TACVQ,37.872248,-122.2767756,1721 BERKELEY WAY,1721 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJR4e7V4R-hYARED7vxM72-78,37.8621059,-122.2732533,1814 BLAKE ST,1814 Blake St+ Berkeley+ CA 94703+ USA
ChIJaatjFph-hYARr3SRA_cIXWs,37.8722758,-122.2757123,1743 BERKELEY WAY,1743 Berkeley Way+ Berkeley+ CA 94703+ USA
EioxNzUzIEJlcmtlbGV5IFdheSwgQmVya2VsZXksIENBIDk0NzAzLCBVU0EiGxIZChQKEgm9DTw-mH6FgBHotSDOs7XiLBDZDQ,37.8722908,-122.2756308,1753 BERKELEY WAY,1753 Berkeley Way+ Berkeley+ CA 94703+ USA
EioxNzU1IEJlcmtlbGV5IFdheSwgQmVya2VsZXksIENBIDk0NzAzLCBVU0EiGxIZChQKEgm9DTw-mH6FgBHotSDOs7XiLBDbDQ,37.8722928,-122.2756143,1755 BERKELEY WAY,1755 Berkeley Way+ Berkeley+ CA 94703+ USA
EioxNzU3IEJlcmtlbGV5IFdheSwgQmVya2VsZXksIENBIDk0NzAzLCBVU0EiGxIZChQKEgm9DTw-mH6FgBHotSDOs7XiLBDdDQ,37.8722949,-122.2755978,1757 BERKELEY WAY,1757 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJWX_AFZh-hYARMbyrend_dAA,37.8722875,-122.2755794,1759 BERKELEY WAY,1759 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJqbvPE5h-hYARH1Ho_Z4Xwn4,37.8726124,-122.2756458,1908 GRANT ST,1908 Grant St+ Berkeley+ CA 94703+ USA
EiYxOTEwIEdyYW50IFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDMsIFVTQSIbEhkKFAoSCddpaBOYfoWAEZfBETAFLl_hEPYO,37.8725061,-122.2756274,1910 GRANT ST,1910 Grant St+ Berkeley+ CA 94703+ USA
EiYxOTEyIEdyYW50IFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDMsIFVTQSIbEhkKFAoSCddpaBOYfoWAEZfBETAFLl_hEPgO,37.8723993,-122.275617,1912 GRANT ST,1912 Grant St+ Berkeley+ CA 94703+ USA
EiYxOTE0IEdyYW50IFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDMsIFVTQSIbEhkKFAoSCddpaBOYfoWAEZfBETAFLl_hEPoO,37.8722924,-122.2756066,1914 GRANT ST,1914 Grant St+ Berkeley+ CA 94703+ USA
EiYxOTE2IEdyYW50IFN0LCBCZXJrZWxleSwgQ0EgOTQ3MDMsIFVTQSIbEhkKFAoSCddpaBOYfoWAEZfBETAFLl_hEPwO,37.8722021,-122.2753966,1916 GRANT ST,1916 Grant St+ Berkeley+ CA 94703+ USA
ChIJt0fbIJZ-hYARj9XUt15qXn4,37.8717227,-122.2807408,1533 BERKELEY WAY,1533 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJbS6h6Zh-hYARrhrmP7hP_E8,37.8727158,-122.272633,1909 BERKELEY WAY,1909 Berkeley Way+ Berkeley+ CA 94704+ USA
ChIJf68BA75-hYARQTnbRbd3iQo,37.871305,-122.2829559,1433 BERKELEY WAY,1433 Berkeley Way+ Berkeley+ CA 94702+ USA
ChIJF2AvA75-hYAR1r47LuSt9PQ,37.8712779,-122.2830445,1431 BERKELEY WAY,1431 Berkeley Way+ Berkeley+ CA 94702+ USA
ChIJ1SWi7Jd-hYARTDUQYuRfB9c,37.871602,-122.277771,1646 BERKELEY WAY,1646 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJR3tEk5d-hYAREXjezZfwjmg,37.8714906,-122.2777375,1928 MCGEE AVE,1928 McGee Ave+ Berkeley+ CA 94703+ USA
ChIJNatOmZJ-hYARnPiCBxivoAk,37.860884,-122.286367,1215 BLAKE ST,1215 Blake St+ Berkeley+ CA 94702+ USA
ChIJUwgenJJ-hYARpbhVuE1jJPo,37.8608358,-122.2862785,1217 BLAKE ST,1217 Blake St+ Berkeley+ CA 94702+ USA
ChIJPcQvz5d-hYARJA5cghj3e4Q,37.8714955,-122.2789908,1622 BERKELEY WAY,1622 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJfzCrL75-hYARWxbyzJnYqzg,37.8710737,-122.2846836,1393 BERKELEY WAY,1393 Berkeley Way+ Berkeley+ CA 94702+ USA
ChIJEwox5b9-hYARu3oPxeTDnN0,37.87029,-122.287335,1246 BERKELEY WAY,1246 Berkeley Way+ Berkeley+ CA 94702+ USA
ChIJAftJ5b9-hYAROHbpGaaYGMM,37.8703242,-122.2872531,1250 BERKELEY WAY,1250 Berkeley Way+ Berkeley+ CA 94702+ USA
ChIJVass1b9-hYARWBl7RfMPrSg,37.8705761,-122.2852152,1360 BERKELEY WAY,1360 Berkeley Way+ Berkeley+ CA 94702+ USA
ChIJw3-cIpZ-hYAR5EasPRy8B8w,37.8712455,-122.2809623,1524 BERKELEY WAY,1524 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJ0ajbzJd-hYARBH1NNPJ8Pjc,37.8714326,-122.2795003,1616 BERKELEY WAY,1616 Berkeley Way+ Berkeley+ CA 94703+ USA
ChIJAfb3Kr5-hYAR-88KIeon2e0,37.870654,-122.2850823,1370 BERKELEY WAY,1370 Berkeley Way+ Berkeley+ CA 94702+ USA
