address,rpo
1421 ALLSTON WAY,1226.485
2032 DELAWARE ST,1200.4125000000006
3033 DEAKIN ST,1096.05
22 VIRGINIA GDNS,1278.75
1510 10TH ST,1707.92
2267 HEARST AVE,1675.5025
1224 DELAWARE ST,1638.41
2815 COLLEGE AVE,1080.005
3046 COLLEGE AVE,2069.7599999999998
2348 7TH ST,1022.6542857142858
2608 SACRAMENTO ST,1026.59
2333 STUART ST,934.7175
1936 CEDAR ST,1070.84
2128 WOOLSEY ST,466.6666666666667
2731 HASTE ST,845.8333333333334
1623 FRANCISCO ST,1457.9814285714288
1127 HOPKINS ST,1233.2466666666667
2124 ROOSEVELT AVE,996.4566666666666
2874 MILVIA ST,920.6999999999999
2601 WEBSTER ST,1059.9533333333334
1816 WOOLSEY ST,1169.6633333333332
1757 OXFORD ST,1020.6524137931034
1526 WALNUT ST,1055.9299999999998
2425 VIRGINIA ST,1952.65
1637 CHESTNUT ST,1125.3000000000002
2205 5TH ST,524.43
2011 HASTE ST,1053.281
2910 ADELINE ST,1152.7866666666666
3151 ETON AVE,1578.82
1814 7TH ST,1790.25
1441 JOSEPHINE ST,1290.72
1670 DWIGHT WAY,3429.65
1138 FRANCISCO ST,764.77
956 BANCROFT WAY,632.935
2505 CEDAR ST,2037.75
1530 ALCATRAZ AVE,1440.6233333333332
2207 BLAKE ST,775.16
2021 FRANCISCO ST,1157.3000000000002
2115 HASTE ST,981.9865789473682
2627 HILLEGASS AVE,903.0528205128204
2538 HILLEGASS AVE,1138.333
1220 HOPKINS ST,622.5766666666667
2219 CHANNING WAY,1213.1516666666666
2530 CHILTON WAY,636.1
1105 CHAUCER ST,1340.0
2423 DURANT AVE,993.1900000000002
2710 HASTE ST,1807.487142857143
1628 WALNUT ST,1464.2150000000001
1213 UNIVERSITY AVE,883.3525
2927 STANTON ST,323.4525
1252 HASKELL ST,1150.0
1910 ESSEX ST,1145.1233333333332
1524 SPRUCE ST,812.25
3120 TELEGRAPH AVE,957.785
1337 UNIVERSITY AVE,740.87
2729 STUART ST,1178.74
1640 HEARST AVE,989.9691666666668
2249 SPAULDING AVE,981.75
2444 HILGARD AVE,1924.5349999999999
1783 SPRUCE ST,1320.0
2332 MCGEE AVE,822.3733333333333
1823 SPRUCE ST,1650.0
1500 CEDAR ST,1536.09
1643 62ND ST,1425.1666666666667
1793 OXFORD ST,1016.4381818181818
2770 SACRAMENTO ST,990.78
1109 HOPKINS ST,1503.16
2157 VINE ST,1023.0
1815 HIGHLAND PL,1550.0
2239 CEDAR ST,1233.57
1290 HOPKINS ST,1063.4878048780488
1627 FAIRVIEW ST,1404.3999999999999
2733 SAN PABLO AVE,1142.08
2331 PROSPECT ST,1505.4500000000005
1532 WALNUT ST,1494.5
1327 MCGEE AVE,1202.025
1316 BONITA AVE,1368.0910000000001
1716 UNIVERSITY AVE,1090.994285714286
2147 CEDAR ST,1155.89
1629 HOPKINS ST,1030.7466666666667
1703 STUART ST,800.0
1503 OXFORD ST,1095.95
2310 PIEDMONT AVE,945.2298148148146
2531 REGENT ST,1113.966153846154
1408 ALLSTON WAY,904.28
2459 VIRGINIA ST,845.0
2709 BENVENUE AVE,1058.4
2510 REGENT ST,1041.2612499999998
2351 WEST ST,947.875
1820 VIRGINIA ST,1013.45
1330 NEILSON ST,1382.78
1548 ARCH ST,1374.14
2807 COLLEGE AVE,1425.0
2223 WARD ST,1159.3433333333332
2208 DURANT AVE,604.2633333333333
2728 CHANNING WAY,850.5159090909091
1737 VIRGINIA ST,980.0106666666667
1741 SAN PABLO AVE,579.52
2321 RUSSELL ST,1086.5858064516128
2738 GARBER ST,1381.3825000000002
2147 DWIGHT WAY,575.44
3024 DANA ST,818.4
1628 ASHBY AVE,929.1619999999999
1616 CHANNING WAY,929.8333333333334
2410 DANA ST,741.471875
2642 DERBY ST,1377.474
2042 VINE ST,2027.17
1414 PERALTA AVE,1348.83
1437 BANCROFT WAY,540.63
1104 CHAUCER ST,871.4742857142857
1355 VIRGINIA ST,1749.46
1371 SHATTUCK AVE,1234.673
2022 DWIGHT WAY,951.5771428571428
2503 ELLSWORTH ST,1104.48625
1321 JOSEPHINE ST,1170.7566666666667
1719 CARLETON ST,950.0114285714286
2619 REGENT ST,886.0466666666666
2109 MCGEE AVE,620.5571428571428
1970 CURTIS ST,1046.5925
1902 BONITA AVE,1338.9133333333332
2219 JEFFERSON AVE,1291.5083333333332
2452 SACRAMENTO ST,1066.8
2437 PIEDMONT AVE,776.2914583333335
2217 BYRON ST,1200.265
2912 NEWBURY ST,1468.7357142857145
2642 MATHEWS ST,857.1499999999999
1606 EDITH ST,955.5675000000001
2039 LINCOLN ST,772.6966666666667
1515 HEARST AVE,962.1338461538461
2826 TELEGRAPH AVE,917.3105263157895
1487 UNIVERSITY AVE,390.96333333333337
2112 VIRGINIA ST,1550.73
3120 COLLEGE AVE,841.4
2553 BENVENUE AVE,1085.825
1521 DELAWARE ST,1484.015
2631 REGENT ST,2231.8566666666666
2401 MILVIA ST,1969.28
2143 RUSSELL ST,933.3333333333334
2615 STUART ST,1612.397
3024 COLLEGE AVE,2230.29
2970 RUSSELL ST,1303.29
1516 HENRY ST,1624.871111111111
1633 EUCLID AVE,614.93
2401 FULTON ST,812.3757894736842
1945 STUART ST,1468.7075
1553 ALCATRAZ AVE,399.715
1513 DERBY ST,1200.0
2215 BYRON ST,726.7166666666667
2124 ACTON ST,1206.25
2646 DWIGHT WAY,1105.23
1332 DWIGHT WAY,875.0
1727 SAN PABLO AVE,905.715
1426 HENRY ST,1258.1733333333334
1530 MILVIA ST,1735.86
1611 62ND ST,764.082
1311 CURTIS ST,659.75
1233 UNIVERSITY AVE,746.7925
1652 OXFORD ST,646.905
2245 ASHBY AVE,483.27799999999996
1119 WARD ST,1614.19
1526 HARMON ST,1422.6133333333335
2925 ELLIS ST,977.17
2925 REGENT ST,951.3328571428572
2034 ESSEX ST,1793.605
2355 PROSPECT ST,1093.485
2326 PRINCE ST,1014.27
2204 MCGEE AVE,2536.89
2245 MCKINLEY AVE,962.1700000000001
1344 BONITA AVE,948.875
2339 PRINCE ST,1250.0
1826 DWIGHT WAY,1457.98
1615 FAIRVIEW ST,925.2000000000002
1237 RUSSELL ST,431.27
1926 CHANNING WAY,1122.745
2833 BUENA VISTA WAY,916.45
2243 DERBY ST,808.67
2330 WARRING ST,798.5137931034482
1780 SPRUCE ST,923.3920833333333
2327 DERBY ST,787.5
2036 6TH ST,523.4833333333333
1536 HARMON ST,1249.6966666666667
2353 PROSPECT ST,1176.45
1411 KAINS AVE,1312.3125
3019 HILLEGASS AVE,851.5699999999999
2232 CHANNING WAY,672.9308333333333
2625 REGENT ST,606.15
2716 PRINCE ST,1041.67
1509 KAINS AVE,1875.5
2737 BENVENUE AVE,792.7766666666666
2601 SACRAMENTO ST,1015.375
1641 ALLSTON WAY,1200.404
2726 PRINCE ST,1045.055
1110 UNIVERSITY AVE,814.6619999999999
806 ALLSTON WAY,1995.0
1634 JULIA ST,1134.4014285714286
2808 HILLEGASS AVE,793.09
1937 CARLETON ST,1220.78
1743 BERKELEY WAY,1343.7759999999996
1400 67TH ST,811.8714285714286
1428 HEARST AVE,1119.9625
2508 ACTON ST,1270.78
1728 WALNUT ST,1492.05
1642 JOSEPHINE ST,929.29
1103 CHAUCER ST,1728.48
1819 FRANCISCO ST,1227.6
1647 EDITH ST,1100.0
2019 7TH ST,495.865
2711 GRANT ST,1447.5
1902 RUSSELL ST,1902.67
1543 FAIRVIEW ST,296.07363636363635
1482 UNIVERSITY AVE,877.3044444444445
3001 DEAKIN ST,1430.8555555555556
2832 SACRAMENTO ST,657.9
2443 DERBY ST,1515.6399999999999
3006 KING ST,780.6
1932 HASTE ST,1152.125
2430 8TH ST,877.3888888888889
2236 CHANNING WAY,1170.7079310344827
3200 CALIFORNIA ST,694.9488
1418 ALLSTON WAY,1140.91
2426 FULTON ST,840.6538461538462
3005 ELLIS ST,1061.2846153846153
2435 HASTE ST,823.6684210526317
1619 OXFORD ST,874.74
2007 ROSE ST,980.8533333333335
2430 BANCROFT WAY,1195.85
1611 MCGEE AVE,1160.7016666666666
2525 BENVENUE AVE,810.7236734693878
2412 10TH ST,1005.525
2825 HILLEGASS AVE,1693.7649999999999
2343 DWIGHT WAY,735.760625
1717 EUCLID AVE,1054.0625
2926 STANTON ST,781.7472727272728
3115 CALIFORNIA ST,1695.0
1546 ARCH ST,1057.04
2550 COLLEGE AVE,869.0016666666666
3144 KING ST,523.0833333333334
1438 FAIRVIEW ST,614.932
1637 JOSEPHINE ST,694.6666666666666
2027 DELAWARE ST,862.54
1359 HEARST AVE,1120.4575
1821 SPRUCE ST,1110.733333333333
1308 ARCH ST,1600.0
3030 REGENT ST,1322.6747058823528
2136 MCGEE AVE,956.02
2726 DWIGHT WAY,825.555
2108 STUART ST,933.578888888889
1111 BLAKE ST,791.24
2133 HASTE ST,1446.6979999999999
3022 TREMONT ST,1044.75
1735 WARD ST,755.3233333333334
2439 10TH ST,1874.55
2915 WHEELER ST,962.33
2119 EMERSON ST,2298.39
2206 SACRAMENTO ST,891.5766666666666
1437 WALNUT ST,1106.225
1452 ACTON ST,1005.525
2457 VIRGINIA ST,804.078
2306 ROOSEVELT AVE,1061.3875
2415 10TH ST,1414.36
1338 KAINS AVE,2400.0
1114 FRANCISCO ST,940.57
332 PANORAMIC WAY,669.09
2314 DWIGHT WAY,899.329090909091
1703 OXFORD ST,1940.72
2113 10TH ST,865.8024999999999
2215 BONAR ST,1028.96625
1827 OXFORD ST,1221.8057142857142
2412 6TH ST,393.0
976 ADDISON ST,583.155
2070 EMERSON ST,832.8025
1590 OREGON ST,787.2770588235295
2508 ETNA ST,702.955
2124 SACRAMENTO ST,800.0
1411 ARCH ST,1076.34
1818 VINE ST,1250.0
2255 HEARST AVE,1245.5857446808511
1730 DELAWARE ST,955.1923076923077
2715 DWIGHT WAY,871.0166666666667
2612 HILLEGASS AVE,885.1882608695652
1940 VINE ST,1018.895
2701 GRANT ST,1059.38
2215 STUART ST,2315.556666666667
2918 STANTON ST,490.63800000000003
1455 SPRUCE ST,753.826
1303 STANNAGE AVE,1689.14
2530 HILLEGASS AVE,992.5148299319727
1403 HAWTHORNE TER,1293.81
1547 HOPKINS ST,927.1127272727273
1764 FRANKLIN ST,820.1124999999998
2829 PRINCE ST,1487.8200000000002
2227 CEDAR ST,1857.7000000000003
2021 CARLETON ST,965.448
2012 STUART ST,1139.891
2699 SACRAMENTO ST,587.36
1723 SAN PABLO AVE,805.935
2711 MCGEE AVE,1058.05
2335 DWIGHT WAY,803.9632911392405
1615 HARMON ST,1025.0
2933 STANTON ST,624.805
1467 RUSSELL ST,806.2466666666666
2517 10TH ST,548.2533333333333
2701 RIDGE RD,969.8921428571429
2767 PARK ST,917.005
919 DWIGHT WAY,1393.93
1921 DWIGHT WAY,835.0559999999999
2124 PARKER ST,974.6515624999998
2132 MCGEE AVE,917.7150000000001
2565 LE CONTE AVE,1473.5
1533 HARMON ST,714.9561538461538
2630 DANA ST,2281.84
2567 LE CONTE AVE,2028.5400000000004
1837 PARKER ST,1040.0
3010 HARPER ST,350.34
2118 EMERSON ST,2642.59
1807 SPRUCE ST,1405.91
1820 VINE ST,1301.77
2635 COLLEGE AVE,1022.2222222222222
2110 KITTREDGE ST,1303.0844444444444
1818 PRINCE ST,751.33
3138 ELLIS ST,1160.0625
1322 ALCATRAZ AVE,1214.9833333333333
1805 DERBY ST,826.3624999999998
2217 CALIFORNIA ST,1200.335
2520 HILGARD AVE,699.2357142857143
2687 SHASTA RD,710.63
1616 RUSSELL ST,557.0838888888889
2746 GARBER ST,1110.13
2585 VIRGINIA ST,958.9575
2345 WOOLSEY ST,1457.78
1624 WOOLSEY ST,1100.1825000000001
1602 EDITH ST,976.5450000000001
1765 OXFORD ST,1084.2418181818182
3105 TELEGRAPH AVE,2500.3900000000003
2733 RUSSELL ST,1513.9033333333334
1621 BLAKE ST,1120.792
1807 CURTIS ST,850.0
2740 FULTON ST,1083.3333333333333
2537 ELLSWORTH ST,904.7544444444445
2515 PARKER ST,1303.0975
1638 DELAWARE ST,2150.96
1216 CARLETON ST,670.19
2336 CARLETON ST,1078.1666666666667
1234 ASHBY AVE,685.32
1902 HENRY ST,957.8471428571429
1835 CARLETON ST,916.0966666666666
1743 VIRGINIA ST,1041.4133333333332
2119 ASHBY AVE,1347.72
2624 SACRAMENTO ST,293.22
2921 OTIS ST,1260.97
2100 6TH ST,896.824
1114 DWIGHT WAY,1815.46
1260 HOPKINS ST,1277.800652173913
2363 PROSPECT ST,2100.0
1747 SPRUCE ST,988.9000000000001
2700 WOOLSEY ST,1298.2816666666668
1602 DELAWARE ST,1258.63
1215 UNIVERSITY AVE,710.4175
2327 PRINCE ST,1368.7900000000002
2112 ADDISON ST,1109.0791304347824
2529 BENVENUE AVE,741.7929545454544
2340 LE CONTE AVE,1141.9152941176471
922 ADDISON ST,566.855
1620 WOOLSEY ST,1050.0
2218 DURANT AVE,987.39125
2030 CEDAR ST,1354.9574999999998
2379 VIRGINIA ST,1074.15
2034 6TH ST,792.7766666666666
1902 VIRGINIA ST,1468.5649999999998
2709 RIDGE RD,699.5100000000001
3009 SHATTUCK AVE,1057.035
1741 VIRGINIA ST,951.33
1949 VIRGINIA ST,2759.75
1427 8TH ST,586.0366666666666
2030 DELAWARE ST,1021.57
1926 SACRAMENTO ST,1310.33
1528 WOOLSEY ST,1304.896
1333 SANTA FE AVE,775.0
2507 ELLSWORTH ST,1017.9636363636363
1607 MILVIA ST,736.1270588235294
904 BANCROFT WAY,947.875
1626 CHANNING WAY,945.525
1616 63RD ST,906.395
2228 MCGEE AVE,1024.725
2551 LE CONTE AVE,870.8824999999999
1527 ASHBY AVE,656.3177777777778
2638 WOOLSEY ST,1482.15875
1809 OREGON ST,1196.9060000000002
2431 ELLSWORTH ST,874.8050000000002
1370 BERKELEY WAY,890.3733333333333
2129 DWIGHT WAY,1055.31
2545 BENVENUE AVE,1144.2029411764706
2020 DELAWARE ST,1691.8666666666668
2325 RUSSELL ST,750.6242857142859
1244 HEARST AVE,1268.3744444444446
1841 CEDAR ST,1058.75
1805 BONITA AVE,1200.0
2992 NEWBURY ST,839.46
2235 MCKINLEY AVE,667.85
1737 PARKER ST,1060.46
2365 VIRGINIA ST,2626.8
1540 BERKELEY WAY,776.155
2427 SAN PABLO AVE,661.21
942 PAGE ST,361.65333333333336
1329 LA LOMA AVE,624.85
2119 HEARST AVE,1416.086923076923
2210 WARD ST,1417.012
1822 HEARST AVE,1024.27
2232 HASTE ST,1007.7561904761906
2521 REGENT ST,885.8675757575757
1524 MILVIA ST,767.25
2445 10TH ST,825.0
2239 DWIGHT WAY,540.42
2805 FULTON ST,964.0116666666667
1340 67TH ST,928.85
2218 ASHBY AVE,972.8140000000001
2419 SAN PABLO AVE,1081.6200000000001
2912 FULTON ST,1070.8139999999999
1608 KAINS AVE,1282.75
1423 KAINS AVE,1389.9885714285715
2530 DWIGHT WAY,997.728695652174
2634 BENVENUE AVE,1005.13
2419 DURANT AVE,943.8225757575757
2118 SPAULDING AVE,1023.7090909090908
2674 SACRAMENTO ST,1126.6900000000003
2213 WOOLSEY ST,792.5
1207 UNIVERSITY AVE,586.655
2024 VINE ST,1231.666875
2907 WHEELER ST,1197.9733333333334
2117 ASHBY AVE,1159.045
2832 DERBY ST,4400.0
1698 EUCLID AVE,750.61
2443 BONAR ST,1263.16
1920 10TH ST,915.3600000000001
1611 STUART ST,1935.32
1930 CURTIS ST,1026.457142857143
2417 ASHBY AVE,1900.0
1634 MILVIA ST,1142.6982352941177
1909 ROSE ST,2404.76
2427 MCKINLEY AVE,1512.584
1933 ASHBY AVE,1500.0
2634 SACRAMENTO ST,986.8599999999999
1425 7TH ST,1335.7683333333332
2116 ACTON ST,735.4566666666666
1652 EUCLID AVE,1300.0
1650 TYLER ST,1150.4083333333333
1425 66TH ST,1068.3133333333333
1444 WALNUT ST,1485.2833333333333
1321 ASHBY AVE,590.0666666666667
1942 VINE ST,1536.085
2339 OREGON ST,1115.9411111111112
2923 FLORENCE ST,1238.594
1425 ALCATRAZ AVE,971.9866666666668
2398 HILGARD AVE,3717.85
1616 BERKELEY WAY,918.0254545454546
2441 ACTON ST,1401.63
2506 COLLEGE AVE,874.5415789473685
2901 DEAKIN ST,1250.0
2803 PARKER ST,1115.118
1609 ADDISON ST,1391.248
2806 REGENT ST,1081.6612499999999
2309 HASTE ST,1088.0146153846154
1446 BERKELEY WAY,627.505
2123 9TH ST,546.277142857143
1424 ALCATRAZ AVE,1048.01
1404 SPRUCE ST,780.6025
2610 REGENT ST,829.2102325581395
1731 LA LOMA AVE,781.678
2320 LE CONTE AVE,1437.8185714285714
2238 7TH ST,951.4
1640 FRANCISCO ST,2265.98
1345 66TH ST,1531.325
1866 DWIGHT WAY,1242.945
1908 WOOLSEY ST,1003.63
2627 FULTON ST,1748.26
2607 ELLSWORTH ST,831.3936363636363
3114 ELLIS ST,390.0
2216 SACRAMENTO ST,1166.6666666666667
2445 DERBY ST,1310.625
2335 PROSPECT ST,876.015
2630 SAN PABLO AVE,519.335
2122 MCGEE AVE,1137.9375
3101 CALIFORNIA ST,1687.9500000000003
2222 DWIGHT WAY,836.9969565217391
1346 BONITA AVE,2283.82
2000 DELAWARE ST,799.96
1142 HEARST AVE,1555.1475
3116 CALIFORNIA ST,599.35
3021 DANA ST,972.1766666666666
1019 DELAWARE ST,429.3333333333333
2582 MILVIA ST,941.255
2936 ACTON ST,1083.13
1828 WALNUT ST,755.025
2104 9TH ST,2390.05
1418 ACTON ST,2500.0
1918 OREGON ST,738.44
2924 CLAREMONT AVE,912.4022222222221
1612 PARKER ST,971.1522222222221
2391 VIRGINIA ST,2028.5400000000002
1342 HEARST AVE,1329.1525000000001
1274 ALCATRAZ AVE,1400.0
2918 DEAKIN ST,1075.81125
2310 DURANT AVE,833.3333333333334
2730 ELLSWORTH ST,990.0
1569 ARCH ST,1000.0
2870 MILVIA ST,1795.0
2312 SACRAMENTO ST,529.82
2167 VIRGINIA ST,1151.33
2532 COLLEGE AVE,637.4
1629 63RD ST,1181.55
1340 TALBOT AVE,449.24
2317 BROWNING ST,776.9066666666666
1921 FRANCISCO ST,967.6022641509434
2911 FULTON ST,894.6500000000001
1820 HEARST AVE,1975.0949999999998
3048 COLLEGE AVE,1740.1399999999999
2925 HARPER ST,1162.6599999999999
2365 HILGARD AVE,942.32
2951 BENVENUE AVE,2326.05
950 CHANNING WAY,1000.0
3026 COLLEGE AVE,1059.39
2341 ACTON ST,1255.9566666666667
2419 JEFFERSON AVE,1061.845
2921 STANTON ST,593.575
1737 CEDAR ST,1875.5
2412 ATHERTON ST,1076.0583333333334
2336 DERBY ST,1040.0
2343 CALIFORNIA ST,2250.0
1334 WALNUT ST,1066.584
2218 PRINCE ST,930.765
2078 CURTIS ST,1091.03
1903 VIRGINIA ST,837.5153846153846
2424 STUART ST,703.3125
2545 LE CONTE AVE,761.535
2635 CALIFORNIA ST,1090.1266666666668
2122 DWIGHT WAY,1272.7733333333333
1447 OXFORD ST,2000.0
1818 VIRGINIA ST,1053.6699999999998
913 DWIGHT WAY,990.975
1915 BONITA AVE,1190.25
2427 DURANT AVE,1179.7524999999996
1183 DELAWARE ST,791.705
2543 LE CONTE AVE,1091.75
2630 MATHEWS ST,937.2700000000002
2440 ELLSWORTH ST,650.0
2114 WARD ST,992.11
1844 DWIGHT WAY,1442.5
1544 ADDISON ST,1619.5
2817 COLLEGE AVE,1083.7610526315789
1932 9TH ST,412.82
1734 VIRGINIA ST,1370.63
1823 ADDISON ST,4500.0
1617 ADDISON ST,1666.26
3046 FULTON ST,1121.3
1685 LE ROY AVE,1540.0
1448 JOSEPHINE ST,1481.035
1304 BANCROFT WAY,2392.0
1614 HEARST AVE,1200.0
2438 WARRING ST,758.6444736842105
1138 ADDISON ST,1048.575
2711 FOREST AVE,1275.0
2251 DERBY ST,1536.3999999999999
2411 ASHBY AVE,614.935
2708 COLLEGE AVE,974.2103999999999
2427 ELLSWORTH ST,959.44
2339 HILGARD AVE,1412.5746666666666
2226 10TH ST,1353.84
2374 SACRAMENTO ST,1051.2199999999998
30 PANORAMIC WAY,1400.0
1938 CALIFORNIA ST,874.465
2200 CARLETON ST,1809.3500000000001
2745 HILLEGASS AVE,3611.9
1134 KEELER AVE,816.2874999999999
1920 HASTE ST,1638.95
1801 ROSE ST,954.0663636363638
2112 ROOSEVELT AVE,782.49
2225 SPAULDING AVE,1322.4
2715 CHANNING WAY,1558.31
1709 DWIGHT WAY,1559.1457142857143
1604 HEARST AVE,1078.18
2236 ROOSEVELT AVE,969.85
1304 MONTEREY AVE,1075.48
2736 COLLEGE AVE,1469.285
2990 NEWBURY ST,1212.95
1328 BERKELEY WAY,1597.5
1244 ASHBY AVE,1333.3333333333333
1930 BLAKE ST,922.2833333333333
906 GRAYSON ST,324.29
1637 ADDISON ST,910.59
2041 FRANCISCO ST,1134.43
2203 PRINCE ST,1201.46
1186 LAUREL ST,1189.1666666666667
2327 PROSPECT ST,987.5
2619 BENVENUE AVE,997.1566666666666
2605 DURANT AVE,623.4268000000001
2819 TELEGRAPH AVE,1344.5533333333333
806 CHANNING WAY,950.145
1442 BERKELEY WAY,1638.41
2966 OTIS ST,969.3471428571428
3007 FULTON ST,1035.142857142857
1639 JULIA ST,661.362
2476 VIRGINIA ST,942.5233333333334
1921 WALNUT ST,863.0188888888888
2301 WOOLSEY ST,1093.485
1934 STUART ST,1234.2655555555555
2716 WEBSTER ST,1354.7933333333333
3000 CLAREMONT AVE,1504.24
1358 SCENIC AVE,1648.575
3045 COLLEGE AVE,2800.0
1630 HEARST AVE,1084.96
3022 WHEELER ST,2600.0
2208 SACRAMENTO ST,1370.47
2834 DERBY ST,3220.7
3104 HARPER ST,1895.0
1510 JULIA ST,1725.08
2737 REGENT ST,1068.915
1528 WALNUT ST,566.1988888888889
2246 10TH ST,1841.4
2547 LE CONTE AVE,857.8649999999999
1638 FAIRVIEW ST,585.4525
1712 GRANT ST,1001.155
2112 ASHBY AVE,766.1966666666667
1414 CURTIS ST,1249.7
1615 PARKER ST,1209.3233333333335
1846 SPRUCE ST,1264.722608695652
2425 DURANT AVE,824.424
1811 ADDISON ST,1066.71625
2209 CEDAR ST,2148.3
2526 ELLSWORTH ST,760.948888888889
1893 HARMON ST,1268.445
2117 ROSE ST,1281.068
2070 UNIVERSITY AVE,1016.3425
2210 SACRAMENTO ST,1687.95
3140 COLLEGE AVE,1058.7185714285715
2405 FULTON ST,982.0726666666668
1325 SACRAMENTO ST,1212.797142857143
2925 WHEELER ST,1356.3242857142857
1720 BERKELEY WAY,1525.73
2373 PROSPECT ST,2053.66
2526 REGENT ST,712.18
2814 COLLEGE AVE,1135.3014285714285
1910 9TH ST,892.92625
1777 SPRUCE ST,2046.0
2911 DEAKIN ST,1331.1942857142858
2307 WOOLSEY ST,1629.57
914 DELAWARE ST,505.68199999999996
2807 MATHEWS ST,833.24
1988 CALIFORNIA ST,1079.8835000000001
1689 SCENIC AVE,773.3966666666668
1708 PARKER ST,1419.415
1619 ASHBY AVE,423.10999999999996
1500 JOSEPHINE ST,1189.64
931 UNIVERSITY AVE,780.5949999999999
1617 BERKELEY WAY,713.3933333333333
906 HEARST AVE,817.84
1329 PARKER ST,1197.96
1340 KAINS AVE,885.27
1735 HIGHLAND PL,944.2134090909091
3358 KING ST,1699.49
2718 COLLEGE AVE,916.832857142857
2522 HILGARD AVE,801.35
2810 DERBY ST,1112.36
2645 FULTON ST,877.2066666666666
1824 ROSE ST,1053.5328571428572
1953 ROSE ST,1100.0
2413 ASHBY AVE,946.2749999999999
2308 DWIGHT WAY,1135.66
1745 CURTIS ST,878.065
2042 DWIGHT WAY,838.6438461538461
2025 DURANT AVE,1060.7276744186042
1345 VIRGINIA ST,1455.375
1522 HENRY ST,899.4699999999999
2145 STUART ST,1080.1714285714286
2310 PARKER ST,1287.5
2012 GRANT ST,860.494
1639 OXFORD ST,892.2533333333334
2645 COLLEGE AVE,937.75
2569 LE CONTE AVE,909.88
3048 HALCYON CT,1311.266
1532 WARD ST,1850.0
1800 DERBY ST,1258.62
2324 WEST ST,1534.5
838 HEARST AVE,1510.05
2363 HILGARD AVE,986.37
2304 GRANT ST,837.8610000000001
1644 PRINCE ST,615.4281818181818
2723 STUART ST,1000.96
2057 UNIVERSITY AVE,990.0898
1049 VIRGINIA ST,1671.17
3215 CALIFORNIA ST,1051.225
2625 BENVENUE AVE,828.0825
2507 HILGARD AVE,1102.8333333333333
1241 BERKELEY WAY,1250.0
1723 GRANT ST,539.09
1611 LA VEREDA RD,950.3066666666667
2620 BENVENUE AVE,1513.1325000000002
2138 MCKINLEY AVE,775.56
1628 FAIRVIEW ST,904.2066666666666
1631 WALNUT ST,1157.6091666666669
1744 ALLSTON WAY,2200.0
2386 SACRAMENTO ST,1650.0
1735 BERKELEY WAY,759.155
1498 ROSE ST,1534.5
2727 ASHBY PL,1689.93375
1825 WOOLSEY ST,892.116
1406 ALLSTON WAY,784.2116666666667
2836 MILVIA ST,719.215
1815 DERBY ST,1208.0925
3328 KING ST,563.1475
2450 MILVIA ST,1150.5385
1927 DWIGHT WAY,910.1449206349206
2819 PRINCE ST,1150.875
1821 BERKELEY WAY,1023.2233333333334
1817 OREGON ST,1021.74
1850 ARCH ST,1196.92875
2331 9TH ST,1122.14
1469 UNIVERSITY AVE,569.38
1307 SANTA FE AVE,2345.79
1835 PRINCE ST,969.78
2516 ELLSWORTH ST,571.04
2306 ELLSWORTH ST,954.5199999999999
1775 FRANKLIN ST,724.845
2915 SHATTUCK AVE,848.068
2430 PROSPECT ST,1132.6674999999998
2904 WHEELER ST,969.84
2360 HILGARD AVE,833.13
2314 PRINCE ST,1020.7225000000001
2620 STUART ST,2016.2216666666666
1622 HEARST AVE,1038.3500000000001
2333 8TH ST,662.5
156 PANORAMIC WAY,1632.9983333333332
1688 SCENIC AVE,399.715
2241 9TH ST,579.2164705882353
2456 PARKER ST,929.1181818181817
2153 VIRGINIA ST,792.7775
1303 DERBY ST,1687.95
2330 FULTON ST,1508.63
1420 Neilson St,781.06
1420 ACTON ST,1303.4866666666667
1104 DWIGHT WAY,660.04
3112 DEAKIN ST,1368.8685714285714
2038 VINE ST,2582.23
2541 DANA ST,924.4937500000001
2819 HILLEGASS AVE,1100.0
2510 WARRING ST,885.2021428571428
3207 ELLIS ST,825.0
1557 ALLSTON WAY,1457.98
2321 10TH ST,1318.55
2020 BANCROFT WAY,1120.1527710843377
2535 COLLEGE AVE,890.9197647058822
1006 HEARST AVE,729.0666666666666
1931 SAN PABLO AVE,1710.3162499999999
3110 CALIFORNIA ST,642.41
2919 OTIS ST,1108.19
2387 VIRGINIA ST,1010.0171428571429
2554 VIRGINIA ST,983.04
2139 GRANT ST,1145.595294117647
1416 ACTON ST,1250.0
2313 WOOLSEY ST,1125.3
2218 HASTE ST,1178.7175
2315 WEBSTER ST,1180.275
1718 BANCROFT WAY,1255.01
1555 OXFORD ST,967.6395
2127 CHANNING WAY,1012.9966666666666
2401 10TH ST,2864.4
2439 DWIGHT WAY,1100.0
2214 CALIFORNIA ST,889.5
1238 HASKELL ST,744.089
440 SPRUCE ST,999.432
1844 VINE ST,1037.7475
1338 CARLOTTA AVE,3435.37
1035 ALLSTON WAY,1030.61
961 REGAL RD,1003.625
1186 CARRISON ST,850.91
1715 ADDISON ST,737.915
2520 HILLEGASS AVE,931.3873214285711
15 CANYON RD,878.336
1415 ALCATRAZ AVE,1202.025
2446 DANA ST,902.3255555555556
2927 HARPER ST,1539.818
1646 BERKELEY WAY,796.4399999999999
1951 CHESTNUT ST,1057.2405263157896
1317 HASKELL ST,800.0
